Station ID	Station Code	Station name	Date	"Alk_4.5
mmol/l"	"ANC
æEkv/L"	Ca	"Cl
mg/L"	DOC	"Farge
mg Pt/l"	"K
mg/L"	KOND	"Mg
mg/L"	"Na
mg/L"	NH4-N	"Nitrogen part
æg/l N"	NO3-N	pH	PO4-P	POC	"Si
mg/l"	SiO2	"SO4
mg/L"	"STS
mg/l"	TOC	TOTN	TOTP	TOTP_P	SPM	Turbiditet	"Ag
æg/L"	As	Cd	"Cd-filt
æg/l"	Cr	Cu	Hg	"Hg-filt
ng/l"	Ni	"Ni-filt
æg/l"	Pb	"Pb-filt
æg/l"	Zn	"Temperatur
C"
40353	TELESKI	Skienselva	05.02.2024	0.13	112	2.2	1.61	2.7	16	0.29	2.16	0.28	1.24	13	17.8	160	6.81	4	206	1.22	2.52	1.2	1.1	2.9	310	7.3	4.1	3.5	0.73	<0.002	0.13	0.021		0.39	6.62	1.31		0.81		0.688		26.7	
40353	TELESKI	Skienselva	04.03.2024	0.137	112	2.25	1.35	2.9	18	0.22	2.06	0.26	1.08	<2	21	160	6.68	4	254	1.22	2.83	1.17	1.7	2.9	250	4.3	4.2	2.17	0.82														
40353	TELESKI	Skienselva	08.04.2024	0.123	106	2.11	1.35	2.8	17	0.23	1.99	0.25	1.07	2	22	160	6.65	1	556	1.18	2.55	1.11	1.3	3	250	2.9	3	1.85	1.6														
40353	TELESKI	Skienselva	06.05.2024	0.115	98	1.89	1.39	3	16	0.25	1.94	0.27	1.08	12	24.5	150	6.74	1	326	1.11	2.49	1.07	0.8	3.2	300	3.6	2.8	1.15	0.41	<0.002	<0.025	0.01		0.081	0.83	0.996		0.23		0.089		3.1	
40353	TELESKI	Skienselva	03.06.2024	0.132	114	2.21	1.3	3.3	17	0.28	2.06	0.25	1.08	24	31	140	6.81	3	341	1.09	2.35	1.16	2.3	3.1	430	6.6	4.8	2.55	1														
40353	TELESKI	Skienselva	01.07.2024	0.113	89	1.67	1	3.2	19	0.19	1.62	0.19	0.89	18	37.2	85	6.81	1	330	0.955	2.06	0.91	1.4	3.4	320	4.9	4.1	1.63	0.48														
40353	TELESKI	Skienselva	05.08.2024	0.125	107	1.87	1.04	4.1	23	0.34	1.96	0.2	0.93	19	151	67	6.73	1	1020	0.891	1.93	0.86	3.1	3.8	380	6.3	6.2	7.24	1.2	<0.002	0.16	0.034		0.18	5.93	1.6		1.4		0.593		16.5	
40353	TELESKI	Skienselva	02.09.2024	0.126	121	2.19	0.95	3.5	24	0.21	1.87	0.23	0.89	22	39.6	75	6.72	3	285	0.949	2.18	0.93	1.4	3.7	240	6.1	4.8	3.71	0.81														
40353	TELESKI	Skienselva	07.10.2024	0.113	110	1.96	0.95	4	28	0.25	1.79	0.23	0.9	22	33.5	89	6.68	2	301	1.05	2.2	0.91	<1.1	4.1	240	6.6	4.9	1.75	1.3	<0.002	0.2	0.011		0.14	0.97	1.54		0.3		0.135		8.2	
40353	TELESKI	Skienselva	03.11.2024	0.126	130	2.24	1.17	4.3	28	0.43	2.02	0.26	1.06	42	36.6	100	6.65	3	343	1.17	2.4	0.95	2.3	4.6	510	8.6	6.9	2.42	1.3														
40353	TELESKI	Skienselva	02.12.2024	0.124	132	2.77	1.59	4.1	24	0.33	2.17	0.29	1.28	<2	14	240	6.66	9	210	1.23	2.53	1.57	7.6	4.2	500	21	3.7	9.42	1.7														
69594	TROEML2	M†lselva v/gml E6-brua	02.01.2024	0.611	686	12.6	6.28	1.5	5	1.58	10.8	2.24	4.19	180	81.5	140	7.39	3	576	1.61	3.2	7.8	2.4	2	620	14	5.7	1.55	1														0
69594	TROEML2	M†lselva v/gml E6-brua	05.02.2024	0.573	527	9.35	3.27	1.4	5	1.28	8.32	1.71	2.31	480	104	60	7.16	5	714	1.24	2.67	5.6	11.7	1.5	910	13	14	6.23	0.5														0
69594	TROEML2	M†lselva v/gml E6-brua	04.03.2024	0.533	488	8.77	2.28	1.9	4	1.04	7.07	1.54	1.79	180	88.4	62	7.45	11	580	1.36	2.89	5.37	6.6	2.2	570	17	13	6.79	2.8	<0.002	0.093	0.005	<0.003	1.35	1.9	0.48	<0.3	0.81	0.47	0.138	0.008	8	0
69594	TROEML2	M†lselva v/gml E6-brua	02.04.2024	0.558	477	8.63	2.83	1.3	4	1.14	7.99	1.61	2.09	79	97.4	60	7.35	7	766	1.27	2.8	5.86	11.9	1.4	500	36	23	8.67	1.4														0
69594	TROEML2	M†lselva v/gml E6-brua	06.05.2024	0.59	557	9.99	3.41	2.7	18	0.83	7.79	1.76	1.97	<2	24.1	48	7.58	6	175	1.28	2.57	4.48	5.6	2.8	150	8.7	6.3	5.53	1.3	<0.002	0.067	0.004	0.003	0.28	0.75	0.807	0.616	0.56	0.43	0.07	0.033	0.85	2.4
69594	TROEML2	M†lselva v/gml E6-brua	03.06.2024	0.499	435	8.01	1.7	1.2	8	0.67	6.09	1.24	1.21	<2	26.5	31	7.44	6	187	1.05	2.23	4.15	4.4	1.2	84	6.6	7.9	3.65	1.4														7.4
69594	TROEML2	M†lselva v/gml E6-brua	05.08.2024	0.608	551	10	1.5	0.81	3	0.91	7.66	1.6	1.52	4	13	14	7.75	<1	98.5	0.879	1.83	6.04	1	0.8	70	3.5	2.4	1.38	0.62	<0.002	0.032	0.004	<0.003	0.12	0.45	<0.3	<0.3	0.33	0.19	0.024	0.005	0.27	17.5
69594	TROEML2	M†lselva v/gml E6-brua	02.09.2024	0.667	670	12.7	1.46	0.94	4	0.92	9.43	2	1.45	2	13	19	7.74	1	93.9	0.994	2.03	8.26	1.4	0.96	74	2.1	1.7	0.97	0.42														11.5
69594	TROEML2	M†lselva v/gml E6-brua	07.10.2024	0.64	661	12.2	2.26	1.5	8	0.89	9.27	2.03	1.73	5	9.31	39	7.62	<1	106	1.14	2.44	7.01	1.3	1.6	120	3.3	1.7	1.02	0.66	<0.002	0.043	0.004	<0.003	0.096	0.48	0.328	<0.3	0.39	0.35	0.02	0.026	0.4	3.1
69594	TROEML2	M†lselva v/gml E6-brua	04.11.2024	0.633	678	12.9	2.27	1.2	7	0.88	9.29	2.05	1.74	3	8.83	65	7.52	<1	71.8	1.35	2.85	7.86	1	1.3	130	2.3	1.6	1.37	0.66														0.5
69594	TROEML2	M†lselva v/gml E6-brua	02.12.2024	0.609	606	11.5	3.51	1.7	10	0.92	9.41	2.01	2.36	5	8.76	110	7.47	2	67	1.44	3.21	7.31	2.6	1.7	200	3.3	2.2	6.71	0.66														0
40354	VAGEOTR	Otra	08.01.2024	0.064	51	1.04	2.02	3.2	21	0.17	1.63	0.19	1.37	60	18.1	73	6.23	3	353	0.953	2.11	0.86	2.3	3.3	250	4.4	4.1	1.79	1.5														
40354	VAGEOTR	Otra	05.02.2024	0.072	51	1.09	3.23	3.7	28	0.24	2.09	0.25	2.01	33	24.7	85	6.02	6	272	0.992	2.13	0.99	1.4	3.9	280	9.1	3.5	1.34	0.53	<0.002	0.097	0.022		0.12	0.64	1.43		0.5		0.315		4	
40354	VAGEOTR	Otra	04.03.2024	0.07	54	1.05	2.56	3.6	31	0.17	1.79	0.21	1.77	9	22.2	79	6.19	1	229	0.858	1.89	0.9	1.2	3.6	210	3.3	3.1	4.87	0.56														
40354	VAGEOTR	Otra	02.04.2024	0.074	53	1.06	1.89	3.1	25	0.14	1.51	0.18	1.3	7	23.6	67	6.3	<1	248	0.84	1.8	0.82	1.1	3.2	180	3.1	2.6	0.86	0.49														
40354	VAGEOTR	Otra	06.05.2024	0.068	47	0.908	1.45	2.5	18	0.13	1.31	0.14	1.07	9	23.2	56	6.35	1	215	0.722	1.61	0.71	2.3	2.6	140	3	2.3	1.23	0.53	<0.002	0.12	0.01		0.062	0.35	1.05		0.31		0.144		1.8	
40354	VAGEOTR	Otra	03.06.2024	0.069	47	0.868	1.42	3	20	0.12	1.34	0.14	1.07	3	18.3	44	6.36	1	250	0.707	1.54	0.67	0.8	3	150	2.8	2.4	1.13	0.37														
40354	VAGEOTR	Otra	01.07.2024	0.069	51	0.932	1.29	2.7	18	0.1	1.17	0.12	0.96	4	27.9	30	6.48	<1	303	0.521	1.12	0.56	1.4	2.8	140	3.1	2.9	1.1	0.3														
40354	VAGEOTR	Otra	05.08.2024	0.078	59	0.998	1.25	3	20	0.12	1.29	0.14	1.03	3	28.6	32	6.51	<1	254	0.478	1.07	0.6	1	3.1	160	4	2.7	1.13	0.33	<0.002	0.12	0.009		0.073	0.4	1.04		0.3		0.196		1.9	
40354	VAGEOTR	Otra	02.09.2024	0.069	63	1.12	1.46	5.3	40	0.12	1.37	0.16	1.11	13	41.5	36	6.27	2	484	0.726	1.55	0.66	2.5	5.5	230	5.7	3.7	2.03	0.68														
40354	VAGEOTR	Otra	07.10.2024	0.07	56	0.981	1.31	3	21	0.16	1.18	0.14	0.97	9	19.9	36	6.36	3	223	0.618	1.33	0.55	0.8	3.3	240	9.1	1.8	<0.87	0.54	<0.002	0.085	0.008		0.075	0.33	1.01		0.24		0.118		1.5	
40354	VAGEOTR	Otra	04.11.2024	0.066	60	1.14	1.95	4.5	35	0.18	1.51	0.2	1.34	12	22.6	61	6.17	<1	291	0.929	1.97	0.8	1.2	4.6	250	4.5	3.1	1.18	0.5														
40354	VAGEOTR	Otra	02.12.2024	0.066	51	1.02	1.97	3.6	29	0.17	1.51	0.19	1.32	26	32.4	70	6.2	<1	302	0.915	2.01	0.8	0.8	3.7	230	6.1	3.6	1.3	0.61														
40355	VESENUM	Numedalsl†gen	02.01.2024	0.199	202	4.01	2.95	3.8	27	0.45	4.03	0.51	2.3	98	29.1	220	6.8	5	304	2.06	4.58	2.51	4.5	4.1	450	7.8	6.6	4.45	1.7														
40355	VESENUM	Numedalsl†gen	04.02.2024	0.187	176	3.29	3.55	3.8	25	0.49	3.84	0.6	2.77	<2	44.9	320	6.85	3	521	2.05	4.16	2.29		3.9	490	9.3		5.01	2.5	0.007	0.097	0.011		0.19	0.61	1.64		0.44		0.168		3.1	
40355	VESENUM	Numedalsl†gen	03.03.2024	0.176	159	3.21	3.76	4.9	36	0.54	3.82	0.56	2.78	<2	46.9	450	6.8	15	451	2.32	4.89	2.1	14.5	5	630	24	16	13.9	4.8														
40355	VESENUM	Numedalsl†gen	02.04.2024	0.158	157	3.06	2.24	5.7	48	0.38	2.93	0.4	1.83	15	52.5	240	6.77	10	664	2.14	4.48	1.81	13.5	6.1	450	17	13	15.5	4.5														
40355	VESENUM	Numedalsl†gen	06.05.2024	0.111	108	1.95	0.8	6.3	54	0.22	1.66	0.2	0.82	7	37.7	67	6.56	5	435	1.42	2.97	0.95	5.7	6.4	230	9.5	7.2	6.06	1.4	<0.002	0.078	0.013		0.19	0.71	2.93		0.35		0.32		3.9	
40355	VESENUM	Numedalsl†gen	03.06.2024	0.113	108	1.8	0.8	5.2	41	0.27	1.61	0.22	0.84	13	45.2	55	6.65	5	497	1.37	2.83	0.83	5.9	5.3	220	12	8.2	6.14	1.6														
40355	VESENUM	Numedalsl†gen	01.07.2024	0.152	139	2.5	1.41	3.9	28	0.31	2.33	0.3	1.29	8	40.6	84	6.88	4	356	1.45	2.99	1.39	4.8	4	230	8.6	7.1	4.76	1.2														
40355	VESENUM	Numedalsl†gen	05.08.2024	0.178	162	2.9	2.14	4.7	37	0.39	2.92	0.41	1.77	25	24.3	130	6.97	2	256	1.45	3.09	1.6	2.3	4.8	310	7.8	6.6	2.91	1.1	0.006	0.24	0.012		0.18	0.66	1.66		0.43		0.228		2.7	
40355	VESENUM	Numedalsl†gen	02.09.2024	0.152	167	2.9	1.98	6.2	50	0.38	2.81	0.43	1.68	20	27.3	140	6.8	2	252	1.54	3.36	1.44	1.2	6.3	350	8	4.7	2.01	1.3														
40355	VESENUM	Numedalsl†gen	07.10.2024	0.146	147	2.73	1.66	4.4	33	0.36	2.51	0.36	1.26	22	22.5	120	6.8	1	242	1.55	3.32	1.32	2.3	4.5	290	6.5	4.5	1.88	1.1	<0.002	0.15	0.008		0.12	0.61	1.54		0.45		0.107		1.9	
40355	VESENUM	Numedalsl†gen	04.11.2024	0.155	167	2.93	1.76	4.7	36	0.43	2.73	0.43	1.54	27	27.2	170	6.78	2	277	1.81	3.72	1.5	1.6	4.6	350	7.3	5.3	2.3	1.2														
40355	VESENUM	Numedalsl†gen	02.12.2024	0.166	157	2.97	2.06	4	31	0.42	2.93	0.43	1.64	34	30.3	210	6.84	3	286	1.93	4.03	1.71	3	4	390	9.4	6.7	3.31	2.4														
40356	?STEGLO	Glomma ved Sarpsfoss	10.01.2024	0.279	282	5.77	2.53	3.6	22	0.78	5.14	0.92	1.95	<2	15.5	420	7.11	3	144	1.86	4.14	4.1	2	3.7	560	5.1	3.2	1.08	0.9														0
40356	?STEGLO	Glomma ved Sarpsfoss	05.02.2024	0.301	286	5.68	4.55	4.1	33	0.93	5.83	1.08	3.17	<2	31.8	470	7.15	19	331	2.06	4.76	4.15	11	4.1	650	32	11	5.94	6.1	<0.002	0.13	0.011		0.35	1.37	1.36		0.99		0.205		2.9	0.1
40356	?STEGLO	Glomma ved Sarpsfoss	04.03.2024	0.309	290	6	6.71	4.7	38	1.12	6.77	1.18	4.23	62	87.4	570	7.1	29	669	2.58	5.38	4.27	22.6	4.9	870	44	31	26.6	23														0.5
40356	?STEGLO	Glomma ved Sarpsfoss	02.04.2024	0.304	300	5.99	4.4	5.5	48	1	5.84	1.18	2.92	41	57.7	520	7.05	20	476	2.51	5.7	4.18	17.3	5.5	800	31	21	18.5	23														2.7
40356	?STEGLO	Glomma ved Sarpsfoss	06.05.2024	0.283	238	4.7	2.25	4.9	39	0.69	4.27	0.78	1.78	23	30.9	290	7.05	6	269	1.89	4.27	3.46	6	5.1	480	11	9.2	6.08	3	<0.002	0.077	0.013		0.23	1.3	1.74		0.71		0.174		2.7	8.8
40356	?STEGLO	Glomma ved Sarpsfoss	13.05.2024	0.223	212	3.99	1.49	5.5	46	0.59	3.46	0.63	1.29	15	35.4	190	7.04	7	305	1.68	4.03	2.62	7.6	5.6	390	12	8.8	8.44	3.3														8.8
40356	?STEGLO	Glomma ved Sarpsfoss	22.05.2024	0.228	201	3.92	1.18	3.8	27	0.53	3.39	0.56	1.05	10	33.2	180	7.03	6	264	1.45	3.28	2.56	6	3.8	320	11	8.7	7.29	1.9														11.9
40356	?STEGLO	Glomma ved Sarpsfoss	03.06.2024	0.275	250	5.17	1.75	3	19	0.64	4.27	0.73	1.39	8	38.3	290	7.23	5	258	1.5	3.15	3.58	4.1	3	420	7.9	7.8	4.42	1.7														13.6
40356	?STEGLO	Glomma ved Sarpsfoss	12.06.2024	0.29	259	5.44	1.89	3	17	0.68	4.61	0.77	1.47	13	38.9	330	7.34	4	264	1.39	3.18	3.86	5.4	3	480	11	9	<1	3.1														13.2
40356	?STEGLO	Glomma ved Sarpsfoss	20.06.2024	0.279	255	5.18	1.66	3.8	24	0.64	4.36	0.77	1.37	9	36.4	320	7.26	4	260	1.49	3.23	3.52	4.2	3.7	470	11	8.5	4.63	1.3														13.5
40356	?STEGLO	Glomma ved Sarpsfoss	15.07.2024	0.303	284	5.74	2.08	2.9	17	0.72	4.72	0.81	1.65	23	51.7	290	7.33	9	358	1.52	3.33	3.82	8.2	2.9	470	18	12	6.58	1.1														15.8
40356	?STEGLO	Glomma ved Sarpsfoss	13.08.2024	0.272	255	4.81	1.68	4.4	32	0.63	4.09	0.74	1.47	12	47.1	190	7.24	5	370	1.34	3.02	3.11	7	4.4	360	12	9	5.73	2.3	<0.002	0.1	0.011		0.26	1.45	1.18		0.7		0.189		1.9	17.2
40356	?STEGLO	Glomma ved Sarpsfoss	02.09.2024	0.242	264	5.17	1.67	5.2	41	0.65	4.05	0.75	1.38	12	54.2	260	7.05	6	290	1.7	3.59	3.18	4.6	5.2	450	15	8	7.67	2.8														13.8
40356	?STEGLO	Glomma ved Sarpsfoss	07.10.2024	0.248	262	4.97	1.72	5.2	41	0.69	4.19	0.8	1.41	8	30.8	250	7.1	3	258	1.74	3.71	3.09	3.3	5.2	440	9.1	6.3	2.98	2.3	<0.002	0.21	0.007		0.16	1.41	1.46		0.64		0.116		1.9	10.1
40356	?STEGLO	Glomma ved Sarpsfoss	04.11.2024	0.255	290	5.58	2.03	5.1	42	0.75	4.49	0.89	1.62	9	28.7	320	7.09	9	244	2.08	4.27	3.41	4.8	5.1	510	19	6.9	6.58	3.7														5.9
40356	?STEGLO	Glomma ved Sarpsfoss	02.12.2024	0.287	298	5.93	2.78	4.4	33	0.85	5.34	1.07	2.01	<2	32.8	490	7.12	9	327	2.51	4.36	3.94	7	4.4	700	21	12	9.9	8.2														4.4
