Station ID	Station Code	Station name	Date	Qs	pH	KOND	TURB860	SPM	TOC	PO4-P	TOTP	NO3-N	NH4-N	TOTN	SiO2	As	Pb	Cd	Cu	Zn	Ni	Cr	Ca
29612	BUSEDRA	Drammenselva	03.06.2019 10:45	553.297	7.18	3.7	1.1	1.36	3.4	3	6	260	2	380	2.893								
29612	BUSEDRA	Drammenselva	03.06.2019 10:45																				4.2
38005	TROEM?2	M?selv	03.06.2019 11:45	424.728	7.46	6.9	1.5	2.48	1.2	3	4	55	<2	120	2.25								
38005	TROEM?2	M?selv	03.06.2019 11:45																				9.74
29614	VAGEOTR	Otra	03.06.2019 12:50	83.32	6.34	1.49	0.43	0.96	2.9	<1	4	84	7	180	1.269								
29821	HOREVOS	Vosso	03.06.2019 12:50	248.336	6.54	1.33	0.33	0.44	1.1	1	3	81	<2	140	1.024								
29614	VAGEOTR	Otra	03.06.2019 12:50																				0.911
29821	HOREVOS	Vosso	03.06.2019 12:50																				0.777
36225	OSLEALN	Alna	04.06.2019	0.989																			
36225	OSLEALN	Alna	04.06.2019																				
29842	SFJENAU	Nausta	04.06.2019 10:40	22.766	6.23	1.29	0.76	2.51	2.6	3	8	55	<2	140	0.898								
29842	SFJENAU	Nausta	04.06.2019 10:40																				0.512
36225	OSLEALN	Alna	04.06.2019 12:10	0.989	7.93	46.9	2.4	3.7	2.6	28	46	800	35	1100	5.721								
36225	OSLEALN	Alna	04.06.2019 12:10																				33.8
29612	BUSEDRA	Drammenselva	12.06.2019 09:30	591.181	7.11	3.91	3.1	3.94	4	3	10	380	<2	510	3								
29612	BUSEDRA	Drammenselva	12.06.2019 09:30																				4.48
29617	?STEGLO	Glomma	17.06.2019 10:30	1976.861	7.24	4.83	15	14	4.6	2	62	500	<2	770	4.071								
29617	?STEGLO	Glomma	17.06.2019 10:30																				5.57
29832	ROGEBJE	Bjerkreimselva	19.06.2019 16:00	32.26	6.57	3.3	<0.3	<0.29	1.3	<1	5	330	10	420	1.363								
29832	ROGEBJE	Bjerkreimselva	19.06.2019 16:00																				1.26
29612	BUSEDRA	Drammenselva	24.06.2019 10:45	413.301	7.52	5.2	0.59	1.25	3.9	<1	6	260	5	380	2.957								
29612	BUSEDRA	Drammenselva	24.06.2019 10:45																				4.3
29617	?STEGLO	Glomma	24.06.2019 11:55	1564.872	7.26	4.46	6.5	7.4	4.4	8	15	350	4	510	3.643								
29617	?STEGLO	Glomma	24.06.2019 11:55																				5.09
38005	TROEM?2	M?selv	01.07.2019	406.791	7.73	7.19	0.84	2.48	1.1	3	3	39	<2	91	2.059								
38005	TROEM?2	M?selv	01.07.2019																				9.5
29820	FINETAN	Tanaelva	01.07.2019 08:00	446.302	7.3	4.04	<0.3	1.52	3.5	3	6	6	11	100	5.121								
29820	FINETAN	Tanaelva	01.07.2019 08:00																				3.51
29614	VAGEOTR	Otra	01.07.2019 08:30	63.204	6.3	1.44	0.5	1.29	2.8	<1	3	61	<2	150	1.067								
29614	VAGEOTR	Otra	01.07.2019 08:30																				0.857
29613	TELESKI	Skienselva	01.07.2019 09:00	192.341	6.87	1.99	0.54	0.53	2.8	<1	7	130	4	230	2.061								
29613	TELESKI	Skienselva	01.07.2019 09:00																				2.02
29844	STRENID	Nidelva	01.07.2019 09:30	115.918	7.32	3.88	4.4	5.39	3.1	6	9	110	2	230	2.104								
29819	FINEPAS	Pasvikelva	01.07.2019 09:30	310.376	7.21	3.18	0.31	1.02	3.9	4	6	<2	12	110	4.264								
29844	STRENID	Nidelva	01.07.2019 09:30																				4.3
29819	FINEPAS	Pasvikelva	01.07.2019 09:30																				2.88
29842	SFJENAU	Nausta	01.07.2019 10:05	26.036	6.18	1.43	1.3	3.68	4.8	18	28	180	41	380	1.041								
29842	SFJENAU	Nausta	01.07.2019 10:05																				0.64
29837	ROGEVIK	Vikedalselva	01.07.2019 11:10	6.797	6.69	2.73	5.6	7.27	2.5	6	21	280	53	470	0.821								
29837	ROGEVIK	Vikedalselva	01.07.2019 11:10																				1.46
29612	BUSEDRA	Drammenselva	01.07.2019 11:30	245.455	6.99	3.98	0.67	1.47	4	2	5	240	14	370	2.679								
29615	VESENUM	Numedalsl?en	01.07.2019 11:30	85.158	7.02	2.94	1.3	3.48	3.7	3	6	130	22	250	2.636								
29612	BUSEDRA	Drammenselva	01.07.2019 11:30																				4.36
29615	VESENUM	Numedalsl?en	01.07.2019 11:30																				2.86
29783	ROGEORR	Orreelva	01.07.2019 11:40	0.904	8.23	21.6	17	10.9	9.5	6	82	<2	<2	890	0.767								
29783	ROGEORR	Orreelva	01.07.2019 11:40																				19.6
29822	MROEDRI	Driva	01.07.2019 13:00	103.866	7.13	2.18	0.48	1.96	0.76	2	3	37	<2	73	2.031								
29822	MROEDRI	Driva	01.07.2019 13:00																				2.34
30019	AAGEVEG	Veg?dselva	01.07.2019 13:10	8.693	6.68	2.77	2.1	3.88	5.6	2	11	100	8	290	1.892								
30019	AAGEVEG	Veg?dselva	01.07.2019 13:10																				1.64
29778	STREORK	Orkla	01.07.2019 13:20	88.521	7.46	4.97	0.82	1.73	4.2	1	7	97	<2	230	2.164								
29778	STREORK	Orkla	01.07.2019 13:20																				6.32
29821	HOREVOS	Vosso	01.07.2019 14:30	95.348	6.5	1.08	0.32	0.96	1.3	<1	3	50	2	110	0.81								
29821	HOREVOS	Vosso	01.07.2019 14:30																				0.646
29832	ROGEBJE	Bjerkreimselva	02.07.2019 12:00	26.844	6.74	3.38	<0.3	<0.38	1.4	2	4	290	<2	380	1.215								
29832	ROGEBJE	Bjerkreimselva	02.07.2019 12:00																				1.27
29782	NOREVEF	Vefsna	03.07.2019 08:30	258.215	7.38	3.74	0.59	1.3	1.3	2	10	12	<2	51	0.975								
29782	NOREVEF	Vefsna	03.07.2019 08:30																				4.36
36225	OSLEALN	Alna	03.07.2019 09:30	0.532	8.11	48.4	5.6	5.63	2.7	45	59	1130	59	1600	6.707								
36225	OSLEALN	Alna	03.07.2019 09:30																				40.7
29617	?STEGLO	Glomma	08.07.2019 11:45	703.657	7.36	4.58	2.5	3.65	3.5	5	10	270	17	440	2.807								
29617	?STEGLO	Glomma	08.07.2019 11:45																				5.32
29779	FINEALT	Altaelva	09.07.2019 11:30	149.058	7.46	5.38	<0.3	0.88	3.2	2	3	18	<2	110	3.514								
29779	FINEALT	Altaelva	09.07.2019 11:30																				6.18
29820	FINETAN	Tanaelva	05.08.2019 06:30	135.858	7.43	6.15	<0.3	0.41	1.7	2	4	13	<2	85	6.021	0.073	0.026	0.004	0.53	0.48	0.29	0.22	
29820	FINETAN	Tanaelva	05.08.2019 06:30																				6.03
29844	STRENID	Nidelva	05.08.2019 08:30	34.278	7.33	3.38	0.37	<0.5	2.5	2	3	50	3	130	1.721	0.1	0.028	<0.003	0.67	0.54	0.64	0.16	
29844	STRENID	Nidelva	05.08.2019 08:30																				3.75
29819	FINEPAS	Pasvikelva	05.08.2019 09:00	122.83	7.2	3.37	0.5	0.92	2.9	2	4	<2	4	83	4.436	0.065	0.024	0.004	1.21	0.74	5.1	0.16	
29837	ROGEVIK	Vikedalselva	05.08.2019 09:00	5.36	6.75	2.48	<0.3	<0.5	1.6	2	4	210	<2	310	0.906	0.32	0.095	0.007	0.4	0.89	0.24	0.044	
29819	FINEPAS	Pasvikelva	05.08.2019 09:00																				3.02
29837	ROGEVIK	Vikedalselva	05.08.2019 09:00																				1.34
29617	?STEGLO	Glomma	05.08.2019 09:30	519.012	7.45	5.02	1.7	2.88	2.8	4	8	240	7	390	2.7	0.16	0.116	0.006	1.23	1.5	0.53	0.13	
29844	STRENID	Nidelva	05.08.2019 09:30	34.278																			
29778	STREORK	Orkla	05.08.2019 09:30	30.798	7.72	7.35	0.35	<0.5	1.8	1	3	190	<2	310	2.507	0.096	0.013	0.015	2.03	3.9	0.62	0.099	
30019	AAGEVEG	Veg?dselva	05.08.2019 09:30	7.159	6.14	2.62	0.63	0.92	4.8	2	7	92	9	290	1.509	0.28	0.284	0.018	0.68	3.6	0.42	0.16	
29617	?STEGLO	Glomma	05.08.2019 09:30																				5.82
29844	STRENID	Nidelva	05.08.2019 09:30																				
29778	STREORK	Orkla	05.08.2019 09:30																				10.2
30019	AAGEVEG	Veg?dselva	05.08.2019 09:30																				1.67
29778	STREORK	Orkla	05.08.2019 09:35	30.798																			
29778	STREORK	Orkla	05.08.2019 09:35																				
29615	VESENUM	Numedalsl?en	05.08.2019 10:00	91.154	6.44	2.39	0.99	1.59	2.3	3	6	58	26	170	2.207	0.12	0.155	0.008	0.47	1.2	0.25	0.069	
29783	ROGEORR	Orreelva	05.08.2019 10:00	3.034	7.51	21.2	9	7.31	9.2	12	64	<2	160	760	2.044	0.47	0.061	0.005	0.89	0.72	1.17	0.045	
29615	VESENUM	Numedalsl?en	05.08.2019 10:00																				2.52
29783	ROGEORR	Orreelva	05.08.2019 10:00																				19.2
29612	BUSEDRA	Drammenselva	05.08.2019 11:00	191.901	7.21	3.54	0.64	0.73	3.4	2	4	150	19	290	2.529	0.17	0.046	0.007	0.63	0.8	0.35	0.073	
29612	BUSEDRA	Drammenselva	05.08.2019 11:00																				3.86
29822	MROEDRI	Driva	05.08.2019 13:00	56.347	7.23	3.58	<0.3	<0.33	0.64	1	2	77	<2	120	2.486	0.039	0.01	<0.003	0.39	0.18	0.11	0.097	
29822	MROEDRI	Driva	05.08.2019 13:00																				3.32
29614	VAGEOTR	Otra	05.08.2019 13:15	78.887	6.05	1.42	0.47	1.69	3.5	2	5	57	24	190	1.151	0.15	0.229	0.017	0.54	2.6	0.41	0.086	
29614	VAGEOTR	Otra	05.08.2019 13:15																				0.827
38005	TROEM?2	M?selv	05.08.2019 16:00	172.367	7.13	6.85	0.74	1.53	0.64	2	2	27	<2	73	1.856	0.045	0.036	<0.003	0.42	0.3	0.36	0.12	
38005	TROEM?2	M?selv	05.08.2019 16:00																				8.83
29613	TELESKI	Skienselva	06.08.2019 09:00	306.84	6.19	1.88	0.31	<0.4	2.5	1	3	97	20	180	1.871	0.097	0.039	0.008	0.41	1.5	0.18	0.06	
29613	TELESKI	Skienselva	06.08.2019 09:00																				1.92
29779	FINEALT	Altaelva	06.08.2019 09:30	43.512	7.48	6.13	<0.3	0.57	3	2	5	21	<2	140	3.45	0.089	0.018	<0.003	0.53	0.18	0.23	0.18	
29782	NOREVEF	Vefsna	06.08.2019 09:30	57.663	7.39	4.68	<0.3	<0.5	0.61	1	2	22	3	55	0.806	0.11	0.022	<0.003	0.2	<0.15	0.2	0.042	
29779	FINEALT	Altaelva	06.08.2019 09:30																				7.04
29782	NOREVEF	Vefsna	06.08.2019 09:30																				5.93
36225	OSLEALN	Alna	06.08.2019 09:50	0.457	8.09	47.6	3.2	2.85	3.2	77	93	1150	<2	1700	6.557	0.52	0.677	0.027	2.91	14.6	1.48	0.24	
36225	OSLEALN	Alna	06.08.2019 09:50																				40
29832	ROGEBJE	Bjerkreimselva	06.08.2019 16:00	29.895	6.15	3.48	0.66	0.7	2.1	3	7	340	8	480	1.26	0.12	0.169	0.015	0.37	2.6	0.2	0.068	
29832	ROGEBJE	Bjerkreimselva	06.08.2019 16:00																				1.43
29821	HOREVOS	Vosso	12.08.2019 12:00	69.366	6.65	1.15	0.52	0.64	1.3	2	4	38	3	100	0.662	0.099	0.083	0.004	0.37	0.58	0.29	0.057	
29821	HOREVOS	Vosso	12.08.2019 12:00																				0.732
29842	SFJENAU	Nausta	29.08.2019 08:00	25.326	5.53	1.09	0.73	1.41	5.4	4	12	5	<2	180	1.076	0.067	0.154	0.005	0.37	1.2	0.16	0.1	
29842	SFJENAU	Nausta	29.08.2019 08:00																				0.48
29820	FINETAN	Tanaelva	02.09.2019 07:11	195.696	7.34	5.48	0.4	1.18	2.6	2	8	2	5	91	5.7								
29820	FINETAN	Tanaelva	02.09.2019 07:11																				4.81
30019	AAGEVEG	Veg?dselva	02.09.2019 07:50	9.409	6.39	2.46	0.82	1.35	6.6	1	7	58	3	270	1.881								
30019	AAGEVEG	Veg?dselva	02.09.2019 07:50																				1.57
29822	MROEDRI	Driva	02.09.2019 08:00	52.593	7.15	3.35	<0.3	<0.4	0.9	<1	2	58	<2	100	2.743								
29822	MROEDRI	Driva	02.09.2019 08:00																				3.79
29612	BUSEDRA	Drammenselva	02.09.2019 08:20	311.898	7.09	3.72	1.3	1.04	4	1	6	200	10	340	2.55								
29612	BUSEDRA	Drammenselva	02.09.2019 08:20																				4.11
29778	STREORK	Orkla	02.09.2019 08:50	23.883	7.58	7	0.39	1.02	2.4	<1	4	130	<2	230	2.271								
29778	STREORK	Orkla	02.09.2019 08:50																				9.51
29837	ROGEVIK	Vikedalselva	02.09.2019 09:00	22.633	6.24	1.79	0.54	0.72	2	1	4	140	<2	260	0.776								
29837	ROGEVIK	Vikedalselva	02.09.2019 09:00																				0.815
29844	STRENID	Nidelva	02.09.2019 09:50	54.482	7.2	3.23	0.41	0.69	2.6	<1	3	50	3	140	1.609								
29844	STRENID	Nidelva	02.09.2019 09:50																				3.63
29615	VESENUM	Numedalsl?en	02.09.2019 10:15	71.518	6.93	3.87	2.1	2.08	5.6	3	10	200	44	390	2.936								
29615	VESENUM	Numedalsl?en	02.09.2019 10:15																				3.53
29617	?STEGLO	Glomma	02.09.2019 10:20	877.786	7.13	5.18	16	17.3	4.8	16	30	490	11	700	2.807								
29617	?STEGLO	Glomma	02.09.2019 10:20																				5.73
29783	ROGEORR	Orreelva	02.09.2019 11:29	7.778	7.77	21.9	14	15.8	12	22	100	35	36	960	2.979								
29783	ROGEORR	Orreelva	02.09.2019 11:29																				20.9
29821	HOREVOS	Vosso	02.09.2019 12:45	275.188	6.4	1.21	0.7	1.03	2	<1	5	75	<2	160	1.082								
29821	HOREVOS	Vosso	02.09.2019 12:45																				0.85
38005	TROEM?2	M?selv	02.09.2019 13:00	149.531	7.7	8.29	0.6	0.86	0.8	<1	3	25	<2	60	1.899								
38005	TROEM?2	M?selv	02.09.2019 13:00																				11.2
29614	VAGEOTR	Otra	02.09.2019 13:15	115.758	6.02	1.45	0.56	1.24	5	<1	4	56	5	240	1.502								
29614	VAGEOTR	Otra	02.09.2019 13:15																				0.91
29779	FINEALT	Altaelva	03.09.2019 07:50	94.974	7.35	5.6	0.61	7.21	3.5	3	5	25	<2	130	3.15								
29779	FINEALT	Altaelva	03.09.2019 07:50																				6.68
29613	TELESKI	Skienselva	03.09.2019 09:00	213.263	6.75	1.95	1.6	0.61	2.9	2	4	96	26	200	1.948								
29613	TELESKI	Skienselva	03.09.2019 09:00																				2.01
29819	FINEPAS	Pasvikelva	03.09.2019 14:20	109.049	7.19	3.36	0.56	0.91	3.2	2	4	<2	4	96	3.857								
29819	FINEPAS	Pasvikelva	03.09.2019 14:20																				3.03
29832	ROGEBJE	Bjerkreimselva	04.09.2019 16:00	47.908	6.45	3.06	0.42	0.83	2.1	1	5	300	3	420	1.393								
29832	ROGEBJE	Bjerkreimselva	04.09.2019 16:00																				1.23
36225	OSLEALN	Alna	05.09.2019 10:00	52.594	7.75	27.1	61	104	11.1	140	170	780	<2	1300	5.871								
36225	OSLEALN	Alna	05.09.2019 10:00																				23.4
29782	NOREVEF	Vefsna	09.09.2019 08:00	117.226	7.47	5.14	<0.3	0.65	1.9	1	2	12	<2	64	1.217								
29782	NOREVEF	Vefsna	09.09.2019 08:00																				6.59
29842	SFJENAU	Nausta	10.09.2019 18:15	19.437	6.44	1.63	<0.3	0.71	2.5	2	6	110	<2	210	1.217								
29842	SFJENAU	Nausta	10.09.2019 18:15																				0.845
36225	OSLEALN	Alna	26.09.2019	0.506																			
36225	OSLEALN	Alna	26.09.2019																				
29820	FINETAN	Tanaelva	30.09.2019 09:00	180.248	7.27	5.07	<0.3	0.57	2.7	2	4	17	6	110	6.15	0.039	0.012	<0.003	0.38	1	0.31	0.23	
29820	FINETAN	Tanaelva	30.09.2019 09:00																				4.59
36225	OSLEALN	Alna	01.10.2019	2.296																			
36225	OSLEALN	Alna	01.10.2019																				
36225	OSLEALN	Alna	01.10.2019 10:00	2.296	7.86	32	5.8	10.1	5.5	40	48	660	<2	1300	7.607	0.43	0.732	0.043	4.06	11.4	1.06	0.55	
36225	OSLEALN	Alna	01.10.2019 10:00																				29.3
29844	STRENID	Nidelva	02.10.2019 06:15	79.256	7.23	3.62	2.8	3.84	3	4	5	79	7	190	2.271	0.12	0.075	0.003	0.92	1.1	1.02	0.52	
29844	STRENID	Nidelva	02.10.2019 06:15																				4.1
29844	STRENID	Nidelva	02.10.2019 07:15	79.256																			
29844	STRENID	Nidelva	02.10.2019 07:15																				
29782	NOREVEF	Vefsna	02.10.2019 08:00	78.484	7.54	6.39	<0.3	<0.36	1.4	1	1	30	3	94	1.406	0.1	0.014	<0.003	0.27	0.2	0.25	0.067	
29782	NOREVEF	Vefsna	02.10.2019 08:00																				8.58
29822	MROEDRI	Driva	02.10.2019 09:00	130.937	7.02	3.21	<0.3	0.6	1.1	1	2	110	3	190	2.893	0.03	0.016	<0.003	0.6	0.37	0.17	0.15	
29822	MROEDRI	Driva	02.10.2019 09:00																				3.45
29832	ROGEBJE	Bjerkreimselva	02.10.2019 16:00	39.943	6.62	3.39	0.64	0.47	1.7	2	4	300	9	450	1.468	0.12	0.278	0.03	3.56	13.3	1.25	0.19	
29832	ROGEBJE	Bjerkreimselva	02.10.2019 16:00																				1.33
29779	FINEALT	Altaelva	06.10.2019 16:15	94.5	7.53	6.39	<0.3	0.59	3	1	3	18	6	110	3.557	0.1	0.011	<0.003	0.42	<0.15	0.25	0.15	
29779	FINEALT	Altaelva	06.10.2019 16:15																				7.4
36225	OSLEALN	Alna	07.10.2019	0.963																			
29842	SFJENAU	Nausta	07.10.2019	13.787																			
29821	HOREVOS	Vosso	07.10.2019	18.358																			
36225	OSLEALN	Alna	07.10.2019																				
29842	SFJENAU	Nausta	07.10.2019																				
29821	HOREVOS	Vosso	07.10.2019																				
29617	?STEGLO	Glomma	07.10.2019 06:40	799.601	7.09	5.02	6.4	7.4	5	7	14	390	2	620	3.429	0.17	0.24	0.01	1.46	3.3	0.89	0.33	
29617	?STEGLO	Glomma	07.10.2019 06:40																				5.51
29778	STREORK	Orkla	07.10.2019 08:20	50.499	7.34	7.48	0.49	0.62	4.3	<1	3	250	2	420	3.214	0.14	0.016	0.053	7.17	16.5	0.82	0.24	
29778	STREORK	Orkla	07.10.2019 08:20																				10.2
29837	ROGEVIK	Vikedalselva	07.10.2019 08:30	5.711	6.48	2.75	0.3	0.95	1.2	2	3	210	7	300	1.187	0.34	0.08	0.012	0.41	4.3	0.41	0.039	
29837	ROGEVIK	Vikedalselva	07.10.2019 08:30																				1.59
29819	FINEPAS	Pasvikelva	07.10.2019 08:40	120.628	7.18	4.07	0.51	0.85	3.2	1	6	6	6	110	4.307	0.14	0.033	0.008	1.71	1.8	14.7	0.16	
29819	FINEPAS	Pasvikelva	07.10.2019 08:40																				3.69
29778	STREORK	Orkla	07.10.2019 09:05	50.499																			
29778	STREORK	Orkla	07.10.2019 09:05																				
29783	ROGEORR	Orreelva	07.10.2019 09:20	2.777	7.63	18.7	16	10.4	8.1	18	55	400	21	1300	3.664	0.32	0.089	0.004	1.46	1.6	1.14	0.13	
29783	ROGEORR	Orreelva	07.10.2019 09:20																				16.4
29615	VESENUM	Numedalsl?en	07.10.2019 09:30	86.234	6.88	3.88	2.5	2.8	5.6	4	9	260	30	530	3.664	0.19	0.232	0.014	0.85	3.7	0.4	0.18	
29615	VESENUM	Numedalsl?en	07.10.2019 09:30																				3.7
30019	AAGEVEG	Veg?dselva	07.10.2019 10:00	12.369	6.26	2.97	2.2	3.24	7.8	4	10	140	27	440	2.871	0.33	0.554	0.044	0.86	7.4	0.66	0.27	
30019	AAGEVEG	Veg?dselva	07.10.2019 10:00																				1.72
29842	SFJENAU	Nausta	07.10.2019 12:00	13.787	6.28	1.52	1.6	4.26	1.5	5	7	50	<2	130	1.335	0.058	0.1	0.003	0.24	1.1	0.13	0.087	
29842	SFJENAU	Nausta	07.10.2019 12:00																				0.667
29612	BUSEDRA	Drammenselva	07.10.2019 12:20	303.221	7.03	3.91	0.82	0.96	4.1	2	4	270	21	450	2.721	0.13	0.057	0.007	0.65	1.4	0.5	0.11	
29612	BUSEDRA	Drammenselva	07.10.2019 12:20																				4.44
29821	HOREVOS	Vosso	07.10.2019 13:15	18.358	6.51	1.37	0.56	0.66	1.3	2	3	90	5	170	1.076	0.09	0.056	0.004	0.4	0.85	0.3	0.052	
29821	HOREVOS	Vosso	07.10.2019 13:15																				0.909
38005	TROEM?2	M?selv	07.10.2019 14:00	94.793	7.48	7.15	0.65	1.91	0.97	2	2	30	4	75	2.229	0.028	0.038	<0.003	0.44	0.5	0.52	0.12	
38005	TROEM?2	M?selv	07.10.2019 14:00																				9.55
29614	VAGEOTR	Otra	07.10.2019 14:06	166.508	6.09	1.48	0.56	1.27	4.4	2	4	56	18	240	1.667	0.2	0.349	0.044	0.75	3.4	0.67	0.11	
29614	VAGEOTR	Otra	07.10.2019 14:06																				0.903
29613	TELESKI	Skienselva	14.10.2019 09:00	428.713	6.7	1.95	0.58	0.77	2.9	2	3	120	16	220	2.117	0.092	0.047	0.008	0.67	1.9	0.34	0.071	
29613	TELESKI	Skienselva	14.10.2019 09:00																				2.08
29614	VAGEOTR	Otra	04.11.2019 05:50	164.633	6.2	1.42	0.7	0.79	3.6	<1	3	65	14	190	1.879								
29614	VAGEOTR	Otra	04.11.2019 05:50																				0.881
29613	TELESKI	Skienselva	04.11.2019 09:00	120.897	6.78	2.04	0.75	0.79	3.2	<1	4	130	17	250	2.229								
29613	TELESKI	Skienselva	04.11.2019 09:00																				2.09
29778	STREORK	Orkla	04.11.2019 09:30	27.903	7.48	8.78	0.36	<0.29	3.9	2	3	290	5	440	3.643								
29778	STREORK	Orkla	04.11.2019 09:30																				12.1
29837	ROGEVIK	Vikedalselva	04.11.2019 09:50	6.179	6.69	2.87	0.49	1.28	1.2	<1	3	190	18	310	1.359								
29837	ROGEVIK	Vikedalselva	04.11.2019 09:50																				1.73
29820	FINETAN	Tanaelva	04.11.2019 10:30	86.855	7.36	5.53	0.59	0.74	2.6	<1	4	34	5	130	8.807								
29782	NOREVEF	Vefsna	04.11.2019 10:30	72.235	7.61	7.94	<0.3	<0.38	1.7	<1	1	50	4	120	1.697								
29820	FINETAN	Tanaelva	04.11.2019 10:30																				5.29
29782	NOREVEF	Vefsna	04.11.2019 10:30																				10.6
38005	TROEM?2	M?selv	04.11.2019 11:00	52.406	7.59	7.81	0.66	2.81	1	3	3	63	16	150	2.443								
29615	VESENUM	Numedalsl?en	04.11.2019 11:00	46.346	7.01	4.8	2.4	2.97	6	5	10	370	100	630	4.436								
29819	FINEPAS	Pasvikelva	04.11.2019 11:00	73.931	7.14	3.44	0.39	<0.41	3.2	2	6	22	4	130	5.164								
38005	TROEM?2	M?selv	04.11.2019 11:00																				9.69
29615	VESENUM	Numedalsl?en	04.11.2019 11:00																				4.2
29819	FINEPAS	Pasvikelva	04.11.2019 11:00																				3.12
29779	FINEALT	Altaelva	04.11.2019 11:15	45.224	7.53	8.42	0.3	0.3	2.7	2	4	60	<2	160	3.857								
29779	FINEALT	Altaelva	04.11.2019 11:15																				8.94
30019	AAGEVEG	Veg?dselva	04.11.2019 11:30	13.525	6.52	2.52	1.1	0.81	6.6	2	7	120	19	340	3.021								
30019	AAGEVEG	Veg?dselva	04.11.2019 11:30																				1.51
29612	BUSEDRA	Drammenselva	04.11.2019 11:35	366.833	7.15	4.05	0.94	1.18	3.9	1	4	260	13	420	2.893								
29612	BUSEDRA	Drammenselva	04.11.2019 11:35																				4.49
29821	HOREVOS	Vosso	04.11.2019 11:40	22.731	6.47	1.41	0.49	1.29	1.3	2	4	97	5	170	1.168								
29821	HOREVOS	Vosso	04.11.2019 11:40																				0.967
29844	STRENID	Nidelva	04.11.2019 11:50	48.862	7.07	3.2	0.34	0.59	2.7	<1	3	77	8	160	1.959								
29844	STRENID	Nidelva	04.11.2019 11:50																				3.72
29822	MROEDRI	Driva	04.11.2019 13:00	49.57	7.28	5.28	<0.3	0.42	1.2	<1	2	250	7	350	4.179								
29822	MROEDRI	Driva	04.11.2019 13:00																				6.06
29783	ROGEORR	Orreelva	04.11.2019 13:05	3.255	7.67	19.3	19	8.25	7.5	13	74	550	<2	1500	3.986								
29783	ROGEORR	Orreelva	04.11.2019 13:05																				18
29842	SFJENAU	Nausta	05.11.2019 09:30	12.153	6.56	2.18	<0.3	0.52	1.6	2	5	180	2	280	1.986								
29842	SFJENAU	Nausta	05.11.2019 09:30																				1.16
36225	OSLEALN	Alna	05.11.2019 10:30	0.686	7.95	39.7	2.8	3.9	3.3	42	52	900	53	1600	7.693								
36225	OSLEALN	Alna	05.11.2019 10:30																				37.4
29832	ROGEBJE	Bjerkreimselva	05.11.2019 16:00	25.684	6.6	3.54	0.35	0.24	1.6	2	3	370	<2	480	1.779								
29832	ROGEBJE	Bjerkreimselva	05.11.2019 16:00																				1.45
29617	?STEGLO	Glomma	06.11.2019 07:45	634.57	7.08	4.92	10	8.66	6.8	9	19	410	<2	630	4.157								
29617	?STEGLO	Glomma	06.11.2019 07:45																				5.21
29819	FINEPAS	Pasvikelva	01.12.2019 19:05	56.64	7.22	3.44	<0.3	<0.38	3.2	<1	3	32	12	130	5.507								
29819	FINEPAS	Pasvikelva	01.12.2019 19:05																				3.09
29617	?STEGLO	Glomma	02.12.2019 07:15	649.629	6.92	5.3	17	12.8	7.8	15	26	550	4	770	5.464								
29617	?STEGLO	Glomma	02.12.2019 07:15																				5.32
29820	FINETAN	Tanaelva	02.12.2019 09:33	66.724	7.36	6.58	0.34	<0.33	2.1	<1	3	67	39	200	9.15								
29820	FINETAN	Tanaelva	02.12.2019 09:33																				5.91
29837	ROGEVIK	Vikedalselva	02.12.2019 09:40	3.578	6.77	3.06	0.32	0.4	1.1	1	2	280	9	340	1.449								
29837	ROGEVIK	Vikedalselva	02.12.2019 09:40																				1.76
29822	MROEDRI	Driva	02.12.2019 10:00	33.31	7.15	5.14	<0.3	<0.26	0.76	2	5	290	4	340	5.421								
29822	MROEDRI	Driva	02.12.2019 10:00																				4.78
29821	HOREVOS	Vosso	02.12.2019 10:30	7.909	6.45	1.52	<0.3	0.25	1.1	1	3	130	7	180	1.078								
29821	HOREVOS	Vosso	02.12.2019 10:30																				0.998
29614	VAGEOTR	Otra	02.12.2019 10:45	220.621	6.13	1.42	0.57	0.69	4.1	2	3	76	17	210	1.959								
29614	VAGEOTR	Otra	02.12.2019 10:45																				0.842
29778	STREORK	Orkla	02.12.2019 11:15	45.152	7.45	6.89	<0.3	0.47	1.9	1	2	190	11	270	2.85								
29778	STREORK	Orkla	02.12.2019 11:15																				9.48
29844	STRENID	Nidelva	02.12.2019 11:45	31.037	7.11	3.27	0.33	1.07	2.7	2	3	92	12	170	1.909								
29844	STRENID	Nidelva	02.12.2019 11:45																				3.62
29615	VESENUM	Numedalsl?en	02.12.2019 12:00	60.199	6.92	5.35	4.8	8.12	6.6	14	22	600	3	870	5.379								
30019	AAGEVEG	Veg?dselva	02.12.2019 12:00	23.369	6.37	2.23	1.4	1.63	7.1	3	8	120	38	360	2.85								
29615	VESENUM	Numedalsl?en	02.12.2019 12:00																				4.68
30019	AAGEVEG	Veg?dselva	02.12.2019 12:00																				1.43
29783	ROGEORR	Orreelva	02.12.2019 12:45	2.094	7.73	20.4	25	10.8	8.3	9	95	370	<2	1100	4.821								
29783	ROGEORR	Orreelva	02.12.2019 12:45																				19.5
29779	FINEALT	Altaelva	03.12.2019 10:45	37.237	7.37	11.1	<0.3	7.17	2.4	4	7	66	5	210	4.8								
29779	FINEALT	Altaelva	03.12.2019 10:45																				11.6
